Date,DOW,Cal Year,Week,Period,Quarter,Location,Area,This Year Net Sales,Last Year Net Sales,This Year Transactions,Last Year Transactions,Catering Sales
8/31/24,Saturday,2024,35,9,3,Costa Mesa,SoCal 4,2760.93,2212.15,100,100,0
8/31/24,Saturday,2024,35,9,3,El Segundo,SoCal 4,2244.53,1340.53,90,60,0
8/31/24,Saturday,2024,35,9,3,Five Points,SoCal 4,2212.14,,92,,0
8/31/24,Saturday,2024,35,9,3,Fountain Valley,SoCal 4,2274.3,2628.39,101,111,0
8/31/24,Saturday,2024,35,9,3,LBX,SoCal 4,3868.74,2712.17,194,163,0
8/31/24,Saturday,2024,35,9,3,Long Beach,SoCal 4,3813.11,3396.78,149,124,284.95
8/31/24,Saturday,2024,35,9,3,Manhattan Beach,SoCal 4,2833.59,3514.17,111,138,0
8/31/24,Saturday,2024,35,9,3,Marina Del Rey,SoCal 4,2522.91,3055.51,103,96,0
8/31/24,Saturday,2024,35,9,3,Newport Beach,SoCal 4,2132.12,1828.64,88,84,199
8/31/24,Saturday,2024,35,9,3,Tustin,SoCal 4,3785.5,3493.28,143,144,320
8/31/24,Saturday,2024,35,9,3,Westminster,SoCal 4,2269.26,1429.93,87,60,0
9/1/24,Sunday,2024,35,9,3,Carson,SoCal 4,2572.01,2141.32,97,91,0
9/1/24,Sunday,2024,35,9,3,Costa Mesa,SoCal 4,1922.63,2272.72,69,102,0
9/1/24,Sunday,2024,35,9,3,El Segundo,SoCal 4,2211.09,2867.25,99,126,0
9/1/24,Sunday,2024,35,9,3,Five Points,SoCal 4,1563.12,,71,,0
9/1/24,Sunday,2024,35,9,3,Fountain Valley,SoCal 4,2282.78,2772.44,91,116,0
9/1/24,Sunday,2024,35,9,3,LBX,SoCal 4,3517.2,3371.74,168,155,0
9/1/24,Sunday,2024,35,9,3,Long Beach,SoCal 4,3865.54,3535.09,152,137,0
9/1/24,Sunday,2024,35,9,3,Manhattan Beach,SoCal 4,3313.35,3785.94,96,132,0
9/1/24,Sunday,2024,35,9,3,Marina Del Rey,SoCal 4,2127.18,2035.13,92,98,0
9/1/24,Sunday,2024,35,9,3,Newport Beach,SoCal 4,2642.18,1721.45,93,73,224
9/1/24,Sunday,2024,35,9,3,Tustin,SoCal 4,3169.93,3611.25,126,146,0
9/1/24,Sunday,2024,35,9,3,Westminster,SoCal 4,2376.38,1686.48,72,69,480
9/5/24,Thursday,2024,36,9,3,Carson,SoCal 4,5078.55,3043.52,136,108,160
9/5/24,Thursday,2024,36,9,3,Costa Mesa,SoCal 4,1218.29,2508.77,63,90,0
9/5/24,Thursday,2024,36,9,3,El Segundo,SoCal 4,2726.6,3806.81,110,144,370
9/5/24,Thursday,2024,36,9,3,Five Points,SoCal 4,1334.44,,70,,0
9/5/24,Thursday,2024,36,9,3,Fountain Valley,SoCal 4,2520.92,2493.42,101,117,195.5
9/5/24,Thursday,2024,36,9,3,LBX,SoCal 4,3163.78,2702.43,148,158,0
9/5/24,Thursday,2024,36,9,3,Long Beach,SoCal 4,4165.63,4372.86,167,169,199
9/5/24,Thursday,2024,36,9,3,Manhattan Beach,SoCal 4,3276.83,2362.18,104,117,486.9
9/5/24,Thursday,2024,36,9,3,Marina Del Rey,SoCal 4,2587.54,2481.94,88,109,520
9/5/24,Thursday,2024,36,9,3,Newport Beach,SoCal 4,3059.39,4186.58,140,172,16.5
9/5/24,Thursday,2024,36,9,3,Tustin,SoCal 4,3862.96,2488.82,92,111,1217.8
9/5/24,Thursday,2024,36,9,3,Westminster,SoCal 4,1978.91,1882.4,78,84,0
9/4/24,Wednesday,2024,36,9,3,Costa Mesa,SoCal 4,1406.45,1837.97,61,85,0
9/4/24,Wednesday,2024,36,9,3,El Segundo,SoCal 4,2527.24,3241.93,120,111,199
9/4/24,Wednesday,2024,36,9,3,Five Points,SoCal 4,1465,,70,,0
9/4/24,Wednesday,2024,36,9,3,Fountain Valley,SoCal 4,1915.99,1789.77,80,99,0
9/4/24,Wednesday,2024,36,9,3,LBX,SoCal 4,3121.61,2090.93,148,119,0
9/4/24,Wednesday,2024,36,9,3,Long Beach,SoCal 4,2968.84,2727.56,144,135,0
9/4/24,Wednesday,2024,36,9,3,Manhattan Beach,SoCal 4,2889.18,2389.54,98,117,549
9/4/24,Wednesday,2024,36,9,3,Marina Del Rey,SoCal 4,3102.5,1842.43,82,93,1377.5
9/4/24,Wednesday,2024,36,9,3,Newport Beach,SoCal 4,4032.12,2099.91,137,109,829.9
9/4/24,Wednesday,2024,36,9,3,Tustin,SoCal 4,2609.76,2658.59,86,119,641.95
9/4/24,Wednesday,2024,36,9,3,Westminster,SoCal 4,1237.45,1544.53,49,77,0
9/3/24,Tuesday,2024,36,9,3,Long Beach,SoCal 4,4565,2665.11,158,128,1230.5
9/3/24,Tuesday,2024,36,9,3,Manhattan Beach,SoCal 4,1919.53,1764.99,86,90,0
9/3/24,Tuesday,2024,36,9,3,Marina Del Rey,SoCal 4,2031.8,2734.88,81,97,0
9/3/24,Tuesday,2024,36,9,3,Newport Beach,SoCal 4,3323.45,2079.07,120,112,960
9/3/24,Tuesday,2024,36,9,3,Tustin,SoCal 4,2999.67,2370.62,85,109,709
9/3/24,Tuesday,2024,36,9,3,Westminster,SoCal 4,1730.25,1592.6,70,75,0
9/2/24,Monday,2024,36,9,3,Carson,SoCal 4,3318.71,2573.63,123,103,0
9/2/24,Monday,2024,36,9,3,Costa Mesa,SoCal 4,1979.06,2178.78,68,89,101
9/2/24,Monday,2024,36,9,3,El Segundo,SoCal 4,3017.8,2275.16,84,102,1058
9/2/24,Monday,2024,36,9,3,Five Points,SoCal 4,2118.1,,76,,0
9/2/24,Monday,2024,36,9,3,Fountain Valley,SoCal 4,2305,2509.26,85,108,0
9/2/24,Monday,2024,36,9,3,LBX,SoCal 4,4805.59,3887.93,215,174,160
9/2/24,Monday,2024,36,9,3,Long Beach,SoCal 4,4756.82,4397.56,170,179,0
9/2/24,Monday,2024,36,9,3,Manhattan Beach,SoCal 4,3279.58,3896.63,118,155,0
9/2/24,Monday,2024,36,9,3,Marina Del Rey,SoCal 4,2398.57,2159.64,102,100,0
9/2/24,Monday,2024,36,9,3,Newport Beach,SoCal 4,1814.54,1675.97,79,73,0
9/2/24,Monday,2024,36,9,3,Tustin,SoCal 4,3526.03,2972.74,134,119,304.45
9/2/24,Monday,2024,36,9,3,Westminster,SoCal 4,2046.65,2417.17,79,100,0
9/6/24,Friday,2024,36,9,3,El Segundo,SoCal 4,3322.4,2844.63,114,131,776.9
9/6/24,Friday,2024,36,9,3,Five Points,SoCal 4,2129.17,,78,,441
9/6/24,Friday,2024,36,9,3,Fountain Valley,SoCal 4,2368.1,2705.36,106,116,0
9/6/24,Friday,2024,36,9,3,LBX,SoCal 4,4150.96,2717.13,175,161,0
9/6/24,Friday,2024,36,9,3,Long Beach,SoCal 4,4607.81,4596.02,169,202,562.45
9/6/24,Friday,2024,36,9,3,Manhattan Beach,SoCal 4,3469.95,3302.92,120,149,159.4
9/6/24,Friday,2024,36,9,3,Marina Del Rey,SoCal 4,2708.75,3456.06,110,126,0
9/6/24,Friday,2024,36,9,3,Newport Beach,SoCal 4,2878.64,3188.4,124,132,199
9/6/24,Friday,2024,36,9,3,Tustin,SoCal 4,2678.53,2777.51,111,112,0
9/6/24,Friday,2024,36,9,3,Westminster,SoCal 4,1905.95,1921.23,84,78,0
9/7/24,Saturday,2024,36,9,3,Carson,SoCal 4,4410.43,3225.96,119,131,1328.85
9/7/24,Saturday,2024,36,9,3,Costa Mesa,SoCal 4,2602.65,2213.09,96,90,335.95
9/7/24,Saturday,2024,36,9,3,El Segundo,SoCal 4,2266.95,2488.45,85,106,0
9/7/24,Saturday,2024,36,9,3,Five Points,SoCal 4,1861.74,,85,,0
9/7/24,Saturday,2024,36,9,3,Fountain Valley,SoCal 4,3100.59,2872.94,112,129,740
9/7/24,Saturday,2024,36,9,3,LBX,SoCal 4,4420.57,2884.59,169,162,569.9
9/7/24,Saturday,2024,36,9,3,Long Beach,SoCal 4,3938.32,4016.65,164,163,0
9/7/24,Saturday,2024,36,9,3,Manhattan Beach,SoCal 4,3998.83,3938.37,140,146,398
9/7/24,Saturday,2024,36,9,3,Marina Del Rey,SoCal 4,3309.63,3446.71,122,120,0
9/7/24,Saturday,2024,36,9,3,Newport Beach,SoCal 4,2497.59,3044.1,82,93,180
9/7/24,Saturday,2024,36,9,3,Tustin,SoCal 4,3499.74,3184.22,133,128,0
9/7/24,Saturday,2024,36,9,3,Westminster,SoCal 4,2680.55,2112.22,97,83,0
9/8/24,Sunday,2024,36,9,3,Carson,SoCal 4,3494.93,2970.59,114,122,320
9/8/24,Sunday,2024,36,9,3,Costa Mesa,SoCal 4,2370.39,2024.83,89,85,0
9/8/24,Sunday,2024,36,9,3,El Segundo,SoCal 4,2718.44,2501.24,105,102,0
9/8/24,Sunday,2024,36,9,3,Five Points,SoCal 4,2313.1,,82,,160
9/8/24,Sunday,2024,36,9,3,Fountain Valley,SoCal 4,2414.34,3061.9,89,119,0
9/8/24,Sunday,2024,36,9,3,LBX,SoCal 4,3986.98,2726.63,160,132,243.95
9/8/24,Sunday,2024,36,9,3,Long Beach,SoCal 4,4384.09,3677.59,169,155,0
9/8/24,Sunday,2024,36,9,3,Manhattan Beach,SoCal 4,2676.25,3807.97,109,155,0
9/8/24,Sunday,2024,36,9,3,Marina Del Rey,SoCal 4,3524.1,3342.93,126,107,0
9/8/24,Sunday,2024,36,9,3,Newport Beach,SoCal 4,2044.81,1999.13,88,92,0
9/8/24,Sunday,2024,36,9,3,Tustin,SoCal 4,2950.22,4139.98,115,139,0
9/8/24,Sunday,2024,36,9,3,Westminster,SoCal 4,2004.91,1919.82,77,85,0
9/9/24,Monday,2024,37,10,3,Carson,SoCal 4,2966.69,2216.56,108,97,597
9/9/24,Monday,2024,37,10,3,Costa Mesa,SoCal 4,1203.96,1568.05,58,68,0
9/9/24,Monday,2024,37,10,3,El Segundo,SoCal 4,3597.79,2833.4,122,127,781
9/9/24,Monday,2024,37,10,3,Five Points,SoCal 4,1196.13,,56,,0
9/9/24,Monday,2024,37,10,3,Fountain Valley,SoCal 4,2081.03,2286.28,93,105,0
9/9/24,Monday,2024,37,10,3,LBX,SoCal 4,3205.8,3796.64,149,131,160
9/9/24,Monday,2024,37,10,3,Long Beach,SoCal 4,4495.7,3644.54,191,172,224
9/9/24,Monday,2024,37,10,3,Manhattan Beach,SoCal 4,2184,1981.97,106,96,0
9/9/24,Monday,2024,37,10,3,Marina Del Rey,SoCal 4,3502.75,1865.41,129,95,398
9/9/24,Monday,2024,37,10,3,Newport Beach,SoCal 4,2872.75,2944.19,99,142,0
11/4/24,Monday,2024,45,12,4,Newport Beach,SoCal 4,2541.66,2726.52,110,143,347
11/4/24,Monday,2024,45,12,4,Tustin,SoCal 4,1923.34,2617.24,84,104,400
11/4/24,Monday,2024,45,12,4,Westminster,SoCal 4,2204.18,2162.84,64,81,839
11/6/24,Wednesday,2024,45,12,4,Tustin,SoCal 4,3503.6,3884.69,83,120,1322
11/6/24,Wednesday,2024,45,12,4,Westminster,SoCal 4,1924.3,1991.39,84,88,0
9/9/24,Monday,2024,37,10,3,Tustin,SoCal 4,1871.16,3144.53,69,124,0
9/9/24,Monday,2024,37,10,3,Westminster,SoCal 4,1626.25,1265.15,68,62,0
9/10/24,Tuesday,2024,37,10,3,Carson,SoCal 4,2814.7,2714.94,104,122,174.4
9/10/24,Tuesday,2024,37,10,3,Costa Mesa,SoCal 4,1996.91,1337.13,78,69,390
9/10/24,Tuesday,2024,37,10,3,El Segundo,SoCal 4,4789.05,3770.07,129,158,2593.35
9/10/24,Tuesday,2024,37,10,3,Five Points,SoCal 4,1050.7,,53,,0
9/10/24,Tuesday,2024,37,10,3,Fountain Valley,SoCal 4,2031.32,2106.27,84,101,0
9/10/24,Tuesday,2024,37,10,3,LBX,SoCal 4,3709.12,2257.5,137,119,567.9
9/10/24,Tuesday,2024,37,10,3,Long Beach,SoCal 4,3497.82,3008.91,139,136,0
9/10/24,Tuesday,2024,37,10,3,Manhattan Beach,SoCal 4,2410.16,2351.82,93,104,362.9
9/10/24,Tuesday,2024,37,10,3,Marina Del Rey,SoCal 4,3171.92,1673.94,91,91,953.85
9/10/24,Tuesday,2024,37,10,3,Newport Beach,SoCal 4,2651.09,3118.13,127,108,568.45
9/10/24,Tuesday,2024,37,10,3,Tustin,SoCal 4,2914.39,2807.1,99,107,252.5
9/10/24,Tuesday,2024,37,10,3,Westminster,SoCal 4,1922.27,1360.13,70,62,0
9/11/24,Wednesday,2024,37,10,3,Carson,SoCal 4,3180.62,3312.72,106,121,940.9
9/11/24,Wednesday,2024,37,10,3,Costa Mesa,SoCal 4,1869.28,1805.83,93,79,0
9/11/24,Wednesday,2024,37,10,3,El Segundo,SoCal 4,3768.74,2953.95,136,125,991.45
9/11/24,Wednesday,2024,37,10,3,Five Points,SoCal 4,1348.88,,72,,0
9/11/24,Wednesday,2024,37,10,3,Fountain Valley,SoCal 4,2087.03,2424.88,93,100,144.45
9/11/24,Wednesday,2024,37,10,3,LBX,SoCal 4,2738.81,2468.58,131,144,480
9/11/24,Wednesday,2024,37,10,3,Long Beach,SoCal 4,4306.01,3076.11,145,142,1124.85
9/11/24,Wednesday,2024,37,10,3,Manhattan Beach,SoCal 4,5820.75,3035.37,98,126,3462.45
9/11/24,Wednesday,2024,37,10,3,Marina Del Rey,SoCal 4,2014.15,1838.84,85,88,160
9/11/24,Wednesday,2024,37,10,3,Newport Beach,SoCal 4,5493.38,3098.05,145,142,2586.45
11/7/24,Thursday,2024,45,12,4,Carson,SoCal 4,3141.27,4261.86,115,123,442
11/7/24,Thursday,2024,45,12,4,Costa Mesa,SoCal 4,1447.28,2333.77,73,96,0
11/7/24,Thursday,2024,45,12,4,El Segundo,SoCal 4,2572.28,2779.13,121,115,0
11/7/24,Thursday,2024,45,12,4,Five Points,SoCal 4,1260.1,2001.7,67,141,0
11/7/24,Thursday,2024,45,12,4,Fountain Valley,SoCal 4,1828.39,3375.86,82,133,154.45
11/7/24,Thursday,2024,45,12,4,LBX,SoCal 4,3192.49,2809,154,141,0
11/7/24,Thursday,2024,45,12,4,Long Beach,SoCal 4,3430.92,3972.3,156,177,0
11/7/24,Thursday,2024,45,12,4,Manhattan Beach,SoCal 4,1901.63,2789.98,91,136,0
11/7/24,Thursday,2024,45,12,4,Marina Del Rey,SoCal 4,1691.19,2823.68,87,131,0
11/7/24,Thursday,2024,45,12,4,Newport Beach,SoCal 4,3961.26,3921.6,137,171,744
11/7/24,Thursday,2024,45,12,4,Tustin,SoCal 4,4084.89,2927.88,126,124,941.5
11/7/24,Thursday,2024,45,12,4,Westminster,SoCal 4,2079.22,2326.71,86,73,0
9/11/24,Wednesday,2024,37,10,3,Tustin,SoCal 4,3777.37,2121.85,106,93,713.5
9/11/24,Wednesday,2024,37,10,3,Westminster,SoCal 4,1251.1,1905.45,64,83,0
9/12/24,Thursday,2024,37,10,3,Carson,SoCal 4,2724.96,3026.6,104,132,283.9
9/12/24,Thursday,2024,37,10,3,Costa Mesa,SoCal 4,3325.17,1615.76,82,85,1509.29
9/12/24,Thursday,2024,37,10,3,El Segundo,SoCal 4,3081.16,5374.93,115,156,597
9/12/24,Thursday,2024,37,10,3,Five Points,SoCal 4,937.97,,50,,0
9/12/24,Thursday,2024,37,10,3,Fountain Valley,SoCal 4,1880.17,2303.81,77,116,0
9/12/24,Thursday,2024,37,10,3,LBX,SoCal 4,3554.4,3043.14,156,150,639.45
9/12/24,Thursday,2024,37,10,3,Long Beach,SoCal 4,3629.14,3064.04,159,156,0
9/12/24,Thursday,2024,37,10,3,Manhattan Beach,SoCal 4,3376.74,3092.62,125,137,391.4
9/12/24,Thursday,2024,37,10,3,Marina Del Rey,SoCal 4,2954.53,2584.19,93,117,474.45
9/12/24,Thursday,2024,37,10,3,Newport Beach,SoCal 4,4296.88,2327.37,151,120,704
11/8/24,Friday,2024,45,12,4,Carson,SoCal 4,4058.15,3781.54,124,133,1042.95
11/8/24,Friday,2024,45,12,4,Costa Mesa,SoCal 4,1917.63,2016.7,82,99,0
11/8/24,Friday,2024,45,12,4,El Segundo,SoCal 4,4023.44,2797.23,118,122,1346
11/8/24,Friday,2024,45,12,4,Five Points,SoCal 4,1501.41,4884.91,76,356,0
11/8/24,Friday,2024,45,12,4,Fountain Valley,SoCal 4,1670.21,2036.23,79,98,0
11/8/24,Friday,2024,45,12,4,LBX,SoCal 4,4030.69,3462.89,197,184,320
11/8/24,Friday,2024,45,12,4,Long Beach,SoCal 4,3441.69,3948.71,149,149,333
11/8/24,Friday,2024,45,12,4,Manhattan Beach,SoCal 4,2326.3,2675.7,109,103,0
11/8/24,Friday,2024,45,12,4,Marina Del Rey,SoCal 4,2226.11,2823.53,104,118,0
11/8/24,Friday,2024,45,12,4,Newport Beach,SoCal 4,2649.93,2795.45,126,125,254.95
11/8/24,Friday,2024,45,12,4,Tustin,SoCal 4,5425.01,3577.59,110,124,2530.8
11/8/24,Friday,2024,45,12,4,Westminster,SoCal 4,1785.2,1992.68,62,74,0
11/9/24,Saturday,2024,45,12,4,Carson,SoCal 4,2212.96,2126.15,97,91,0
11/9/24,Saturday,2024,45,12,4,Costa Mesa,SoCal 4,1942.18,2112.43,78,95,0
11/9/24,Saturday,2024,45,12,4,El Segundo,SoCal 4,2086.07,2865.89,64,106,199
11/9/24,Saturday,2024,45,12,4,Five Points,SoCal 4,1689.32,2261.4,66,111,0
11/9/24,Saturday,2024,45,12,4,Fountain Valley,SoCal 4,2511.05,2881.81,96,126,0
11/9/24,Saturday,2024,45,12,4,LBX,SoCal 4,3327.45,3131.99,165,151,0
11/9/24,Saturday,2024,45,12,4,Long Beach,SoCal 4,4209.44,3663.8,149,139,640
11/9/24,Saturday,2024,45,12,4,Manhattan Beach,SoCal 4,3920.87,3567,134,148,403
11/9/24,Saturday,2024,45,12,4,Marina Del Rey,SoCal 4,2550.29,2561.71,94,113,314.5
11/9/24,Saturday,2024,45,12,4,Newport Beach,SoCal 4,1434.89,1283.76,66,58,0
11/9/24,Saturday,2024,45,12,4,Tustin,SoCal 4,2336.3,2626.59,108,108,0
11/9/24,Saturday,2024,45,12,4,Westminster,SoCal 4,2025.17,1625,70,61,288.9
11/10/24,Sunday,2024,45,12,4,Carson,SoCal 4,2341.65,2603.94,94,104,0
11/10/24,Sunday,2024,45,12,4,Costa Mesa,SoCal 4,1681.61,2291.94,73,91,0
11/10/24,Sunday,2024,45,12,4,El Segundo,SoCal 4,2390.14,3154.19,79,119,630
11/10/24,Sunday,2024,45,12,4,Five Points,SoCal 4,1538.94,2103.64,55,100,0
11/10/24,Sunday,2024,45,12,4,Fountain Valley,SoCal 4,2077.35,2871.58,87,115,0
11/10/24,Sunday,2024,45,12,4,LBX,SoCal 4,3142.09,3166.06,151,159,0
11/10/24,Sunday,2024,45,12,4,Long Beach,SoCal 4,3682.98,3594.36,148,153,0
11/10/24,Sunday,2024,45,12,4,Manhattan Beach,SoCal 4,2835.35,3185.13,107,130,0
11/10/24,Sunday,2024,45,12,4,Marina Del Rey,SoCal 4,2241.78,2700.7,99,120,0
11/10/24,Sunday,2024,45,12,4,Newport Beach,SoCal 4,1899.53,1939.62,77,81,0
11/10/24,Sunday,2024,45,12,4,Tustin,SoCal 4,3454.95,2689.81,115,110,360
9/12/24,Thursday,2024,37,10,3,Tustin,SoCal 4,3094.62,3337.29,96,126,652
9/12/24,Thursday,2024,37,10,3,Westminster,SoCal 4,1543.1,2069.64,71,94,0
9/13/24,Friday,2024,37,10,3,Carson,SoCal 4,3117.06,3402.86,130,121,0
9/13/24,Friday,2024,37,10,3,Costa Mesa,SoCal 4,1974.16,3009.98,104,96,0
9/13/24,Friday,2024,37,10,3,El Segundo,SoCal 4,2414.3,3929.32,90,136,0
9/14/24,Saturday,2024,37,10,3,Tustin,SoCal 4,3167.92,2123.15,139,99,0
9/14/24,Saturday,2024,37,10,3,Westminster,SoCal 4,1914.22,1665.39,79,74,0
9/15/24,Sunday,2024,37,10,3,Carson,SoCal 4,2594.99,2470.66,110,94,0
9/15/24,Sunday,2024,37,10,3,Costa Mesa,SoCal 4,2158.8,2621.09,87,100,0
11/10/24,Sunday,2024,45,12,4,Westminster,SoCal 4,2151.38,2012.35,73,76,0
11/11/24,Monday,2024,46,12,4,Carson,SoCal 4,2078.66,3328.58,97,134,243.95
11/11/24,Monday,2024,46,12,4,Costa Mesa,SoCal 4,2109.85,1428.33,76,66,0
11/11/24,Monday,2024,46,12,4,El Segundo,SoCal 4,2850.61,3008.45,93,127,555.5
11/11/24,Monday,2024,46,12,4,Five Points,SoCal 4,1844.09,1704.91,84,104,160
11/11/24,Monday,2024,46,12,4,Fountain Valley,SoCal 4,1520.77,2115.58,65,99,0
11/11/24,Monday,2024,46,12,4,LBX,SoCal 4,3269.95,2776.36,151,121,0
11/11/24,Monday,2024,46,12,4,Long Beach,SoCal 4,3146.76,2957.66,132,139,0
11/11/24,Monday,2024,46,12,4,Manhattan Beach,SoCal 4,2409.72,2242.26,95,103,0
11/11/24,Monday,2024,46,12,4,Marina Del Rey,SoCal 4,1881.48,1938.02,80,96,0
11/11/24,Monday,2024,46,12,4,Newport Beach,SoCal 4,2733.08,1858.34,109,97,490
11/11/24,Monday,2024,46,12,4,Tustin,SoCal 4,2512.99,2278.74,92,99,190
9/15/24,Sunday,2024,37,10,3,El Segundo,SoCal 4,2371.06,2225.37,86,100,199
9/15/24,Sunday,2024,37,10,3,Five Points,SoCal 4,2084.15,,82,,0
9/15/24,Sunday,2024,37,10,3,Fountain Valley,SoCal 4,1822.45,2438.47,72,108,0
9/15/24,Sunday,2024,37,10,3,LBX,SoCal 4,4314.38,2781.69,197,151,0
9/15/24,Sunday,2024,37,10,3,Long Beach,SoCal 4,3219.85,3638.53,115,163,320
9/15/24,Sunday,2024,37,10,3,Manhattan Beach,SoCal 4,2813.3,2861.57,102,123,0
9/15/24,Sunday,2024,37,10,3,Marina Del Rey,SoCal 4,2772.9,2381.55,98,107,222
9/15/24,Sunday,2024,37,10,3,Newport Beach,SoCal 4,1619.15,1566.19,74,69,0
9/13/24,Friday,2024,37,10,3,Five Points,SoCal 4,1342.75,,65,,0
9/13/24,Friday,2024,37,10,3,Fountain Valley,SoCal 4,2783.25,2481.28,109,113,0
9/13/24,Friday,2024,37,10,3,LBX,SoCal 4,3813.25,2590.38,183,148,160
9/13/24,Friday,2024,37,10,3,Long Beach,SoCal 4,4915,4289.93,153,171,1620.95
9/13/24,Friday,2024,37,10,3,Manhattan Beach,SoCal 4,2456.17,3397.84,103,142,160
9/13/24,Friday,2024,37,10,3,Marina Del Rey,SoCal 4,2416.91,2182.39,100,120,0
9/13/24,Friday,2024,37,10,3,Newport Beach,SoCal 4,4061.68,3418.99,135,159,569.9
9/13/24,Friday,2024,37,10,3,Tustin,SoCal 4,2308.94,3429.35,106,131,0
9/13/24,Friday,2024,37,10,3,Westminster,SoCal 4,2161.19,1973.24,87,92,0
9/14/24,Saturday,2024,37,10,3,Carson,SoCal 4,3088.01,2928.87,124,91,0
9/14/24,Saturday,2024,37,10,3,Costa Mesa,SoCal 4,2029.75,2168.37,84,92,0
9/14/24,Saturday,2024,37,10,3,El Segundo,SoCal 4,1847.66,1996.27,75,85,0
9/14/24,Saturday,2024,37,10,3,Five Points,SoCal 4,2055.74,,90,,0
9/14/24,Saturday,2024,37,10,3,Fountain Valley,SoCal 4,2295.57,3221.73,95,134,0
9/14/24,Saturday,2024,37,10,3,LBX,SoCal 4,3839.2,2670.76,176,139,160
9/14/24,Saturday,2024,37,10,3,Long Beach,SoCal 4,3902.68,3915.17,170,151,0
9/14/24,Saturday,2024,37,10,3,Manhattan Beach,SoCal 4,4023.35,3320.82,138,129,263.95
9/14/24,Saturday,2024,37,10,3,Marina Del Rey,SoCal 4,3012.45,1912.68,120,89,0
9/14/24,Saturday,2024,37,10,3,Newport Beach,SoCal 4,2131.2,1698.08,93,82,0
9/15/24,Sunday,2024,37,10,3,Tustin,SoCal 4,3494.45,3263.15,138,126,0
9/15/24,Sunday,2024,37,10,3,Westminster,SoCal 4,2130.35,2178.84,75,86,0
9/16/24,Monday,2024,38,10,3,Carson,SoCal 4,2107.59,2237.8,106,98,0
9/16/24,Monday,2024,38,10,3,Costa Mesa,SoCal 4,1385.13,2733.82,61,74,160
9/16/24,Monday,2024,38,10,3,El Segundo,SoCal 4,3655.95,2542.77,145,124,577.45
9/16/24,Monday,2024,38,10,3,Five Points,SoCal 4,1335.12,,59,,0
9/16/24,Monday,2024,38,10,3,Fountain Valley,SoCal 4,1576.26,2653.54,72,111,0
9/16/24,Monday,2024,38,10,3,LBX,SoCal 4,2994.34,2905.38,146,137,160
9/16/24,Monday,2024,38,10,3,Long Beach,SoCal 4,3063.13,3288.81,154,152,0
9/16/24,Monday,2024,38,10,3,Manhattan Beach,SoCal 4,2507.69,3704.27,91,102,642.75
9/16/24,Monday,2024,38,10,3,Marina Del Rey,SoCal 4,2028.47,1813.03,77,93,0
9/16/24,Monday,2024,38,10,3,Newport Beach,SoCal 4,3090.75,3523.45,132,126,370
9/16/24,Monday,2024,38,10,3,Tustin,SoCal 4,1841.07,2716.45,90,115,0
9/16/24,Monday,2024,38,10,3,Westminster,SoCal 4,1930.15,1682.79,80,79,199
9/17/24,Tuesday,2024,38,10,3,Carson,SoCal 4,3457.15,2827.64,108,100,1152
9/17/24,Tuesday,2024,38,10,3,Costa Mesa,SoCal 4,1326.61,1887.63,54,76,345
9/17/24,Tuesday,2024,38,10,3,El Segundo,SoCal 4,3328.24,3399.33,124,133,417.5
9/17/24,Tuesday,2024,38,10,3,Five Points,SoCal 4,1234.88,,59,,0
9/17/24,Tuesday,2024,38,10,3,Fountain Valley,SoCal 4,1665.81,2442.57,84,103,0
9/17/24,Tuesday,2024,38,10,3,LBX,SoCal 4,2269.54,2427.14,120,132,0
9/17/24,Tuesday,2024,38,10,3,Long Beach,SoCal 4,3846.37,3650.66,147,161,1594.7
9/17/24,Tuesday,2024,38,10,3,Manhattan Beach,SoCal 4,3094.83,3331.9,112,134,608
9/17/24,Tuesday,2024,38,10,3,Marina Del Rey,SoCal 4,2073.93,2188.31,86,86,0
9/17/24,Tuesday,2024,38,10,3,Newport Beach,SoCal 4,4585.42,3094.47,113,125,1945.9
9/17/24,Tuesday,2024,38,10,3,Tustin,SoCal 4,2904.6,4729.81,113,103,343.45
9/17/24,Tuesday,2024,38,10,3,Westminster,SoCal 4,1581.71,1674.27,59,63,0
9/18/24,Wednesday,2024,38,10,3,Carson,SoCal 4,2929.74,2140.28,114,103,384.95
9/18/24,Wednesday,2024,38,10,3,Costa Mesa,SoCal 4,1264.45,2727.21,72,79,0
9/18/24,Wednesday,2024,38,10,3,El Segundo,SoCal 4,4372.57,2831.99,142,130,1280
9/18/24,Wednesday,2024,38,10,3,Five Points,SoCal 4,1357.15,0,66,0,0
9/18/24,Wednesday,2024,38,10,3,Fountain Valley,SoCal 4,2188.41,2235.73,80,105,0
9/18/24,Wednesday,2024,38,10,3,LBX,SoCal 4,2141.9,2605.5,117,145,0
9/18/24,Wednesday,2024,38,10,3,Long Beach,SoCal 4,3274.98,3738.71,138,156,224
9/18/24,Wednesday,2024,38,10,3,Manhattan Beach,SoCal 4,2142.32,2459.01,96,109,0
9/18/24,Wednesday,2024,38,10,3,Marina Del Rey,SoCal 4,2976.95,1863.65,92,92,956
9/18/24,Wednesday,2024,38,10,3,Newport Beach,SoCal 4,2474.25,2699.39,102,141,273.95
9/18/24,Wednesday,2024,38,10,3,Tustin,SoCal 4,2613.69,2301.43,89,100,607.45
