Date,DOW,Cal Year,Week,Period,Quarter,Location,Area,This Year Net Sales,Last Year Net Sales,This Year Transactions,Last Year Transactions,Catering Sales
8/8/24,Thursday,2024,32,8,3,Tustin,SoCal 4,3357.2,2944.68,129,130,31.25
8/8/24,Thursday,2024,32,8,3,Westminster,SoCal 4,2223.94,1636.94,77,77,219.65
8/7/24,Wednesday,2024,32,8,3,Carson,SoCal 4,3080.18,2657.96,127,115,0
8/7/24,Wednesday,2024,32,8,3,Costa Mesa,SoCal 4,2146.24,2229.57,93,77,199
8/7/24,Wednesday,2024,32,8,3,El Segundo,SoCal 4,3149.4,5142.72,104,174,736.5
8/7/24,Wednesday,2024,32,8,3,Five Points,SoCal 4,1879.87,,70,,314.95
8/7/24,Wednesday,2024,32,8,3,Fountain Valley,SoCal 4,2046.6,2835.36,81,134,0
8/7/24,Wednesday,2024,32,8,3,LBX,SoCal 4,3926.64,2799.91,176,133,199
8/7/24,Wednesday,2024,32,8,3,Long Beach,SoCal 4,3233.65,4343.27,106,171,597
8/7/24,Wednesday,2024,32,8,3,Manhattan Beach,SoCal 4,3977.37,3482.93,129,157,1038.95
8/7/24,Wednesday,2024,32,8,3,Marina Del Rey,SoCal 4,2252.9,2320.89,79,89,430
8/7/24,Wednesday,2024,32,8,3,Newport Beach,SoCal 4,3924.68,3702.59,147,143,366.95
8/7/24,Wednesday,2024,32,8,3,Tustin,SoCal 4,3379.72,3044.63,112,119,440
8/7/24,Wednesday,2024,32,8,3,Westminster,SoCal 4,2601.48,1611.54,77,70,902.8
8/6/24,Tuesday,2024,32,8,3,Carson,SoCal 4,3792.52,2818.78,109,117,240.5
8/6/24,Tuesday,2024,32,8,3,Costa Mesa,SoCal 4,1760.11,1892.24,70,103,0
8/6/24,Tuesday,2024,32,8,3,El Segundo,SoCal 4,6923.66,3484.49,127,143,4267.5
8/6/24,Tuesday,2024,32,8,3,Five Points,SoCal 4,2009.46,,71,,370
8/6/24,Tuesday,2024,32,8,3,Fountain Valley,SoCal 4,3453.14,2509.87,117,120,0
8/6/24,Tuesday,2024,32,8,3,LBX,SoCal 4,2881.89,3088.59,145,167,166.5
8/6/24,Tuesday,2024,32,8,3,Long Beach,SoCal 4,2722.83,3693.85,128,156,86.9
8/6/24,Tuesday,2024,32,8,3,Manhattan Beach,SoCal 4,6000.69,3061.24,106,131,3366
8/6/24,Tuesday,2024,32,8,3,Marina Del Rey,SoCal 4,3696.66,2447.16,75,107,2401
8/6/24,Tuesday,2024,32,8,3,Newport Beach,SoCal 4,2577.08,2583.14,113,126,395.9
8/6/24,Tuesday,2024,32,8,3,Tustin,SoCal 4,2301.18,2567.19,94,117,0
8/6/24,Tuesday,2024,32,8,3,Westminster,SoCal 4,1813.45,1863.93,78,89,0
8/9/24,Friday,2024,32,8,3,Carson,SoCal 4,2204.07,3346.24,96,137,243.95
8/9/24,Friday,2024,32,8,3,Costa Mesa,SoCal 4,2372.57,2660.16,99,121,222
8/9/24,Friday,2024,32,8,3,El Segundo,SoCal 4,2399.88,4870.07,89,150,0
8/9/24,Friday,2024,32,8,3,Five Points,SoCal 4,1863.05,,75,,200.05
8/9/24,Friday,2024,32,8,3,Fountain Valley,SoCal 4,2441.39,4468.24,100,127,160
8/9/24,Friday,2024,32,8,3,LBX,SoCal 4,5207.78,2830.83,171,160,891.4
8/9/24,Friday,2024,32,8,3,Long Beach,SoCal 4,4951.46,4569.97,172,185,0
8/9/24,Friday,2024,32,8,3,Manhattan Beach,SoCal 4,3541.1,3278.35,148,140,0
8/9/24,Friday,2024,32,8,3,Marina Del Rey,SoCal 4,5770.5,2422.07,102,110,2934.5
8/9/24,Friday,2024,32,8,3,Newport Beach,SoCal 4,3977.58,2691.26,100,125,1694.85
8/9/24,Friday,2024,32,8,3,Tustin,SoCal 4,3189.16,3775.63,117,147,0
8/9/24,Friday,2024,32,8,3,Westminster,SoCal 4,2015.19,1754.49,80,67,0
8/10/24,Saturday,2024,32,8,3,Carson,SoCal 4,3110.65,2606.38,102,108,559
8/10/24,Saturday,2024,32,8,3,Costa Mesa,SoCal 4,2937.6,2520.73,102,113,0
8/10/24,Saturday,2024,32,8,3,El Segundo,SoCal 4,2495.74,2732.57,94,111,160
8/10/24,Saturday,2024,32,8,3,Five Points,SoCal 4,2012.69,,83,,0
8/10/24,Saturday,2024,32,8,3,Fountain Valley,SoCal 4,2808.88,3223.57,101,137,0
8/10/24,Saturday,2024,32,8,3,LBX,SoCal 4,3954.49,3123.04,196,182,160
8/10/24,Saturday,2024,32,8,3,Long Beach,SoCal 4,4156.13,3882.96,148,146,0
8/10/24,Saturday,2024,32,8,3,Manhattan Beach,SoCal 4,3680.05,3891.98,122,151,190
8/10/24,Saturday,2024,32,8,3,Marina Del Rey,SoCal 4,1936.83,2822.46,68,98,199
8/10/24,Saturday,2024,32,8,3,Newport Beach,SoCal 4,1837.95,1852.76,78,92,0
8/10/24,Saturday,2024,32,8,3,Tustin,SoCal 4,3548.52,4021.7,128,154,219
8/10/24,Saturday,2024,32,8,3,Westminster,SoCal 4,2201.85,1707.94,78,80,0
8/11/24,Sunday,2024,32,8,3,Carson,SoCal 4,2766.82,3282.31,101,118,360
8/11/24,Sunday,2024,32,8,3,Costa Mesa,SoCal 4,2588.89,2485.04,89,104,0
8/11/24,Sunday,2024,32,8,3,El Segundo,SoCal 4,2086.48,2885.82,78,104,0
8/11/24,Sunday,2024,32,8,3,Five Points,SoCal 4,1761.74,,78,,0
8/11/24,Sunday,2024,32,8,3,Fountain Valley,SoCal 4,2343.83,3538.27,78,146,0
8/11/24,Sunday,2024,32,8,3,LBX,SoCal 4,3602.15,3721.39,171,187,160
8/11/24,Sunday,2024,32,8,3,Long Beach,SoCal 4,4740.65,3806.27,180,151,0
8/11/24,Sunday,2024,32,8,3,Manhattan Beach,SoCal 4,2375.68,4109.06,96,157,0
8/11/24,Sunday,2024,32,8,3,Marina Del Rey,SoCal 4,2559.7,2379.81,94,107,199
8/11/24,Sunday,2024,32,8,3,Newport Beach,SoCal 4,2066.78,1688.73,81,94,0
8/11/24,Sunday,2024,32,8,3,Tustin,SoCal 4,3665.59,3930.16,123,148,398
8/11/24,Sunday,2024,32,8,3,Westminster,SoCal 4,1996.19,1958.17,75,81,0
8/12/24,Monday,2024,33,9,3,Carson,SoCal 4,2576.06,3515.39,105,131,314.5
8/12/24,Monday,2024,33,9,3,Costa Mesa,SoCal 4,1801.05,1766.83,76,94,0
8/12/24,Monday,2024,33,9,3,El Segundo,SoCal 4,1689.01,4148.61,84,159,0
8/12/24,Monday,2024,33,9,3,Five Points,SoCal 4,1423.06,,84,,0
8/12/24,Monday,2024,33,9,3,Fountain Valley,SoCal 4,2434.02,3057.85,104,116,0
8/12/24,Monday,2024,33,9,3,LBX,SoCal 4,3580.18,3055.14,158,156,1212.3
8/12/24,Monday,2024,33,9,3,Long Beach,SoCal 4,2903.43,3982.86,134,172,0
8/12/24,Monday,2024,33,9,3,Manhattan Beach,SoCal 4,2459.94,2634.96,104,125,0
8/12/24,Monday,2024,33,9,3,Marina Del Rey,SoCal 4,2070.9,2520.43,75,109,375.65
8/12/24,Monday,2024,33,9,3,Newport Beach,SoCal 4,2713.03,2809.12,111,139,308
8/12/24,Monday,2024,33,9,3,Tustin,SoCal 4,3197.72,2366.64,115,104,398
8/12/24,Monday,2024,33,9,3,Westminster,SoCal 4,1673.22,1125.23,81,46,0
8/13/24,Tuesday,2024,33,9,3,Carson,SoCal 4,2265.58,2588.7,97,139,0
8/13/24,Tuesday,2024,33,9,3,Costa Mesa,SoCal 4,1578.45,1933.17,78,102,0
8/13/24,Tuesday,2024,33,9,3,El Segundo,SoCal 4,4089.34,2977.64,111,122,1618
8/13/24,Tuesday,2024,33,9,3,Five Points,SoCal 4,1568.05,,79,,0
8/13/24,Tuesday,2024,33,9,3,Fountain Valley,SoCal 4,2260.23,2056.87,82,92,398
8/13/24,Tuesday,2024,33,9,3,LBX,SoCal 4,3343.61,3302.3,155,153,498
8/13/24,Tuesday,2024,33,9,3,Long Beach,SoCal 4,3645.8,4429.04,138,156,670
8/13/24,Tuesday,2024,33,9,3,Manhattan Beach,SoCal 4,3138.09,2885.4,109,141,222
8/13/24,Tuesday,2024,33,9,3,Marina Del Rey,SoCal 4,2650.5,3089.93,82,115,758.5
8/13/24,Tuesday,2024,33,9,3,Newport Beach,SoCal 4,2075.21,2322.55,98,119,0
8/13/24,Tuesday,2024,33,9,3,Tustin,SoCal 4,2697.38,2669.6,93,126,200.05
8/13/24,Tuesday,2024,33,9,3,Westminster,SoCal 4,1876.97,3141.17,83,73,92.5
8/14/24,Wednesday,2024,33,9,3,El Segundo,SoCal 4,4990.68,4118.3,142,160,1600
8/14/24,Wednesday,2024,33,9,3,Five Points,SoCal 4,1284,,66,,0
8/14/24,Wednesday,2024,33,9,3,Fountain Valley,SoCal 4,1697.07,3036.65,78,139,0
8/14/24,Wednesday,2024,33,9,3,LBX,SoCal 4,3603.38,2384.1,172,137,397.95
8/14/24,Wednesday,2024,33,9,3,Long Beach,SoCal 4,2968.44,3573.05,132,158,144.45
8/14/24,Wednesday,2024,33,9,3,Manhattan Beach,SoCal 4,3880.69,3179.37,131,140,16.5
8/14/24,Wednesday,2024,33,9,3,Marina Del Rey,SoCal 4,5870.15,1542.75,94,74,3839.1
8/14/24,Wednesday,2024,33,9,3,Newport Beach,SoCal 4,3508.26,5962.46,137,144,288.9
8/14/24,Wednesday,2024,33,9,3,Tustin,SoCal 4,3119.86,2768.43,97,105,685.95
8/14/24,Wednesday,2024,33,9,3,Westminster,SoCal 4,1516.2,2023.93,69,79,48.8
8/15/24,Thursday,2024,33,9,3,Carson,SoCal 4,5002.51,3919.55,128,122,371
8/15/24,Thursday,2024,33,9,3,Costa Mesa,SoCal 4,1898.79,2067.05,85,105,0
8/15/24,Thursday,2024,33,9,3,El Segundo,SoCal 4,3468.39,3886.63,129,152,401.25
8/15/24,Thursday,2024,33,9,3,Five Points,SoCal 4,1698.16,,70,,0
8/15/24,Thursday,2024,33,9,3,Fountain Valley,SoCal 4,2038.29,3070.39,96,128,0
8/15/24,Thursday,2024,33,9,3,LBX,SoCal 4,3312.84,2813.61,166,151,0
8/15/24,Thursday,2024,33,9,3,Long Beach,SoCal 4,3678.33,4395.99,151,153,0
8/15/24,Thursday,2024,33,9,3,Manhattan Beach,SoCal 4,2157.6,3018.06,99,135,0
8/15/24,Thursday,2024,33,9,3,Marina Del Rey,SoCal 4,1596.5,2162.13,68,98,0
8/15/24,Thursday,2024,33,9,3,Newport Beach,SoCal 4,2957.32,3071.45,104,147,608.9
8/15/24,Thursday,2024,33,9,3,Tustin,SoCal 4,3182.15,3391.93,109,146,217.5
8/15/24,Thursday,2024,33,9,3,Westminster,SoCal 4,1894.12,1450.93,84,72,0
8/16/24,Friday,2024,33,9,3,Carson,SoCal 4,3555,3830.02,115,129,195
10/26/24,Saturday,2024,43,11,4,Carson,SoCal 4,2570.34,2742.16,97,109,0
10/26/24,Saturday,2024,43,11,4,El Segundo,SoCal 4,2167.65,2010.92,89,80,204.95
10/26/24,Saturday,2024,43,11,4,Five Points,SoCal 4,1991.09,2828.96,72,135,0
10/26/24,Saturday,2024,43,11,4,Fountain Valley,SoCal 4,2679.85,3390.95,103,129,0
10/26/24,Saturday,2024,43,11,4,LBX,SoCal 4,3985.74,3232.9,172,163,0
10/26/24,Saturday,2024,43,11,4,Long Beach,SoCal 4,4980.45,5391.02,153,176,773
10/26/24,Saturday,2024,43,11,4,Manhattan Beach,SoCal 4,2515.17,3916.78,98,143,800
10/26/24,Saturday,2024,43,11,4,Marina Del Rey,SoCal 4,2207.76,2177.18,100,102,0
10/26/24,Saturday,2024,43,11,4,Newport Beach,SoCal 4,2093.94,2010.94,69,93,0
9/3/24,Tuesday,2024,36,9,3,Carson,SoCal 4,2630.99,2297.36,100,107,304.45
9/3/24,Tuesday,2024,36,9,3,Costa Mesa,SoCal 4,1569.36,1420.23,68,71,0
9/3/24,Tuesday,2024,36,9,3,El Segundo,SoCal 4,2537.4,3233.05,96,126,91.5
9/3/24,Tuesday,2024,36,9,3,Five Points,SoCal 4,1032.99,,57,,0
9/3/24,Tuesday,2024,36,9,3,Fountain Valley,SoCal 4,1756.38,1995.73,83,90,0
9/3/24,Tuesday,2024,36,9,3,LBX,SoCal 4,2949.23,1592.1,147,99,430.45
9/4/24,Wednesday,2024,36,9,3,Carson,SoCal 4,3762.68,2490.3,120,121,883
8/16/24,Friday,2024,33,9,3,Costa Mesa,SoCal 4,1960.65,2199.1,83,114,0
8/16/24,Friday,2024,33,9,3,El Segundo,SoCal 4,2357.86,2989.39,106,122,0
8/16/24,Friday,2024,33,9,3,Five Points,SoCal 4,1637.3,,70,,0
8/16/24,Friday,2024,33,9,3,Fountain Valley,SoCal 4,2170.48,3494.02,89,146,0
8/16/24,Friday,2024,33,9,3,LBX,SoCal 4,3714.02,3180.22,176,171,23.15
8/16/24,Friday,2024,33,9,3,Long Beach,SoCal 4,4584.27,4811.44,178,194,180
8/16/24,Friday,2024,33,9,3,Manhattan Beach,SoCal 4,3031.16,3648.37,117,160,53.5
8/16/24,Friday,2024,33,9,3,Marina Del Rey,SoCal 4,2884.75,2372.36,94,113,333
8/16/24,Friday,2024,33,9,3,Newport Beach,SoCal 4,3522.74,3816.46,139,149,0
8/16/24,Friday,2024,33,9,3,Tustin,SoCal 4,3023.89,2977.93,118,144,320
8/16/24,Friday,2024,33,9,3,Westminster,SoCal 4,1910.66,1734.35,82,82,0
8/17/24,Saturday,2024,33,9,3,Carson,SoCal 4,3260.72,2689.97,96,104,615.95
8/17/24,Saturday,2024,33,9,3,Costa Mesa,SoCal 4,3058.59,1989.63,109,88,288.9
8/17/24,Saturday,2024,33,9,3,El Segundo,SoCal 4,1791.31,3865.14,75,95,0
8/17/24,Saturday,2024,33,9,3,Five Points,SoCal 4,1649.25,,75,,0
8/17/24,Saturday,2024,33,9,3,Fountain Valley,SoCal 4,2829.6,3458.34,101,135,199
8/17/24,Saturday,2024,33,9,3,LBX,SoCal 4,4711.25,3788.34,214,183,0
8/17/24,Saturday,2024,33,9,3,Long Beach,SoCal 4,3981.05,3736.01,149,155,0
8/17/24,Saturday,2024,33,9,3,Manhattan Beach,SoCal 4,2783.25,3897.65,99,123,0
8/17/24,Saturday,2024,33,9,3,Marina Del Rey,SoCal 4,2940.45,1695.78,77,80,1174
8/17/24,Saturday,2024,33,9,3,Newport Beach,SoCal 4,2423.42,1913.64,106,88,1485
8/17/24,Saturday,2024,33,9,3,Tustin,SoCal 4,2772.2,2210.74,114,95,0
8/17/24,Saturday,2024,33,9,3,Westminster,SoCal 4,1706.22,2221.05,72,84,0
8/18/24,Sunday,2024,33,9,3,Carson,SoCal 4,3455.2,2035.56,130,57,43.8
8/18/24,Sunday,2024,33,9,3,Costa Mesa,SoCal 4,2636.76,505.14,103,27,0
8/18/24,Sunday,2024,33,9,3,El Segundo,SoCal 4,2048.16,1760.76,77,60,199
8/18/24,Sunday,2024,33,9,3,Five Points,SoCal 4,1803.54,,75,,0
8/18/24,Sunday,2024,33,9,3,Fountain Valley,SoCal 4,2131.79,1056.12,84,47,0
8/18/24,Sunday,2024,33,9,3,LBX,SoCal 4,3779.81,1138.99,180,46,0
8/18/24,Sunday,2024,33,9,3,Long Beach,SoCal 4,3633.54,2475.88,140,96,199
8/18/24,Sunday,2024,33,9,3,Manhattan Beach,SoCal 4,3963.35,2332.88,128,94,594.9
8/18/24,Sunday,2024,33,9,3,Marina Del Rey,SoCal 4,2788.15,2229.57,97,89,160
8/18/24,Sunday,2024,33,9,3,Newport Beach,SoCal 4,1884.48,660.42,78,34,0
8/18/24,Sunday,2024,33,9,3,Tustin,SoCal 4,3832.19,1161.67,160,52,54.4
8/18/24,Sunday,2024,33,9,3,Westminster,SoCal 4,2176.7,1248.35,76,41,0
8/19/24,Monday,2024,34,9,3,Carson,SoCal 4,2485.65,2783.55,119,120,31.25
8/19/24,Monday,2024,34,9,3,Costa Mesa,SoCal 4,2358.89,1908.88,90,92,20.65
8/19/24,Monday,2024,34,9,3,El Segundo,SoCal 4,2676.26,2331.46,112,108,199
8/19/24,Monday,2024,34,9,3,Five Points,SoCal 4,1313.24,,72,,0
8/19/24,Monday,2024,34,9,3,Fountain Valley,SoCal 4,1384.59,2687.13,66,125,0
8/19/24,Monday,2024,34,9,3,LBX,SoCal 4,3400.17,2370.07,155,111,204.95
8/19/24,Monday,2024,34,9,3,Long Beach,SoCal 4,4263.65,3922.1,184,128,199
8/19/24,Monday,2024,34,9,3,Manhattan Beach,SoCal 4,2593.49,2363.96,114,121,0
8/19/24,Monday,2024,34,9,3,Marina Del Rey,SoCal 4,1891.45,1899.98,96,92,0
8/19/24,Monday,2024,34,9,3,Newport Beach,SoCal 4,2806.58,2389.84,127,131,245.3
8/19/24,Monday,2024,34,9,3,Tustin,SoCal 4,3328.46,3146.76,106,122,721.8
8/19/24,Monday,2024,34,9,3,Westminster,SoCal 4,1818.74,2191.89,71,80,368.85
8/20/24,Tuesday,2024,34,9,3,El Segundo,SoCal 4,1479.73,3300.92,50,143,746.95
8/20/24,Tuesday,2024,34,9,3,Five Points,SoCal 4,1468.19,,70,,0
8/20/24,Tuesday,2024,34,9,3,Fountain Valley,SoCal 4,2336.96,2658.53,95,114,0
8/20/24,Tuesday,2024,34,9,3,LBX,SoCal 4,3711.79,2774.33,156,135,515
8/20/24,Tuesday,2024,34,9,3,Long Beach,SoCal 4,4512.25,4160.52,164,184,868
8/20/24,Tuesday,2024,34,9,3,Manhattan Beach,SoCal 4,4116.54,2710.92,118,124,2024.3
8/20/24,Tuesday,2024,34,9,3,Marina Del Rey,SoCal 4,2159.02,2442.83,88,102,199
8/20/24,Tuesday,2024,34,9,3,Newport Beach,SoCal 4,3155.15,3479.43,140,153,472.95
8/20/24,Tuesday,2024,34,9,3,Tustin,SoCal 4,2416.86,3175.27,87,116,199
8/20/24,Tuesday,2024,34,9,3,Westminster,SoCal 4,1947.47,1504.85,75,74,0
8/21/24,Wednesday,2024,34,9,3,Newport Beach,SoCal 4,2102.84,3087.84,108,138,0
8/21/24,Wednesday,2024,34,9,3,Tustin,SoCal 4,3058.48,2533.48,112,123,309
8/21/24,Wednesday,2024,34,9,3,Westminster,SoCal 4,1432.99,1929.38,69,73,0
8/22/24,Thursday,2024,34,9,3,Carson,SoCal 4,3218.49,3265.47,126,135,0
8/22/24,Thursday,2024,34,9,3,Costa Mesa,SoCal 4,2124.01,2156.14,84,83,166.5
8/22/24,Thursday,2024,34,9,3,El Segundo,SoCal 4,3516.81,3599.59,122,142,324.99
8/22/24,Thursday,2024,34,9,3,Five Points,SoCal 4,1582.2,,67,,0
8/22/24,Thursday,2024,34,9,3,Fountain Valley,SoCal 4,2703.01,2560.01,95,120,713.4
8/22/24,Thursday,2024,34,9,3,LBX,SoCal 4,3633.88,3367.55,156,159,504
8/22/24,Thursday,2024,34,9,3,Long Beach,SoCal 4,3760.6,5140.94,156,186,169
8/22/24,Thursday,2024,34,9,3,Manhattan Beach,SoCal 4,3036.56,2805.9,117,119,391.4
8/22/24,Thursday,2024,34,9,3,Marina Del Rey,SoCal 4,2992.25,3433.75,101,88,639.8
8/22/24,Thursday,2024,34,9,3,Newport Beach,SoCal 4,4796.98,3107.97,137,134,1803.7
8/22/24,Thursday,2024,34,9,3,Tustin,SoCal 4,3439.65,9045.83,113,161,735.5
8/22/24,Thursday,2024,34,9,3,Westminster,SoCal 4,2083.4,1497.29,86,72,0
8/23/24,Friday,2024,34,9,3,Carson,SoCal 4,2418.8,3534.32,101,154,495
8/23/24,Friday,2024,34,9,3,Costa Mesa,SoCal 4,2592.65,2651.01,105,112,240.5
8/23/24,Friday,2024,34,9,3,El Segundo,SoCal 4,2650.04,3350.81,103,138,190
8/23/24,Friday,2024,34,9,3,Five Points,SoCal 4,1429.87,,66,,0
8/23/24,Friday,2024,34,9,3,Fountain Valley,SoCal 4,2227.1,3292.79,104,143,0
8/23/24,Friday,2024,34,9,3,LBX,SoCal 4,4336.44,4347.11,189,235,134.95
8/23/24,Friday,2024,34,9,3,Long Beach,SoCal 4,4410.76,4550.19,161,182,148
8/23/24,Friday,2024,34,9,3,Manhattan Beach,SoCal 4,3073.19,3166.15,126,152,0
8/23/24,Friday,2024,34,9,3,Marina Del Rey,SoCal 4,2076.95,2335.96,82,100,136
8/23/24,Friday,2024,34,9,3,Newport Beach,SoCal 4,2904.45,2956.39,123,123,243.95
8/23/24,Friday,2024,34,9,3,Tustin,SoCal 4,3533.84,3014.14,137,125,0
8/23/24,Friday,2024,34,9,3,Westminster,SoCal 4,1722.28,2603.05,69,87,0
8/25/24,Sunday,2024,34,9,3,Carson,SoCal 4,2372.49,2738.69,102,119,0
8/25/24,Sunday,2024,34,9,3,Costa Mesa,SoCal 4,2377.35,2312.79,97,94,0
8/25/24,Sunday,2024,34,9,3,El Segundo,SoCal 4,2010.75,3217.21,74,126,0
8/25/24,Sunday,2024,34,9,3,Five Points,SoCal 4,1848.59,,78,,0
8/25/24,Sunday,2024,34,9,3,Fountain Valley,SoCal 4,2603.3,2373.86,93,110,320
8/25/24,Sunday,2024,34,9,3,LBX,SoCal 4,4758.23,3452.53,209,180,0
8/25/24,Sunday,2024,34,9,3,Long Beach,SoCal 4,4019.55,4374.02,155,187,0
8/25/24,Sunday,2024,34,9,3,Manhattan Beach,SoCal 4,3093.44,3616.59,109,143,180
8/25/24,Sunday,2024,34,9,3,Marina Del Rey,SoCal 4,2143.45,2533.22,83,109,0
8/25/24,Sunday,2024,34,9,3,Newport Beach,SoCal 4,2230.83,2138.16,99,98,0
8/25/24,Sunday,2024,34,9,3,Tustin,SoCal 4,3250.2,3792.73,126,141,0
8/25/24,Sunday,2024,34,9,3,Westminster,SoCal 4,1849.43,2835.1,66,108,0
8/24/24,Saturday,2024,34,9,3,Carson,SoCal 4,4452.15,2730.61,119,110,1267.4
8/24/24,Saturday,2024,34,9,3,Costa Mesa,SoCal 4,2473.24,2555.36,88,99,0
8/24/24,Saturday,2024,34,9,3,El Segundo,SoCal 4,2060.33,2271.8,88,93,0
8/24/24,Saturday,2024,34,9,3,Five Points,SoCal 4,1644.16,,77,,0
8/24/24,Saturday,2024,34,9,3,Fountain Valley,SoCal 4,2482.64,4053.73,107,146,0
8/24/24,Saturday,2024,34,9,3,LBX,SoCal 4,3925.94,3509.3,167,194,524.95
8/24/24,Saturday,2024,34,9,3,Long Beach,SoCal 4,4202.99,4166.31,159,187,0
8/24/24,Saturday,2024,34,9,3,Manhattan Beach,SoCal 4,3316.8,4243.52,119,153,0
8/24/24,Saturday,2024,34,9,3,Marina Del Rey,SoCal 4,2456.5,2778,99,122,0
8/24/24,Saturday,2024,34,9,3,Newport Beach,SoCal 4,2342.84,2233.47,90,99,0
8/24/24,Saturday,2024,34,9,3,Tustin,SoCal 4,3489.48,3262.28,139,139,0
8/24/24,Saturday,2024,34,9,3,Westminster,SoCal 4,2470.86,2060.83,83,83,0
8/26/24,Monday,2024,35,9,3,Carson,SoCal 4,2230.75,3866.65,103,113,0
8/26/24,Monday,2024,35,9,3,Costa Mesa,SoCal 4,2199.35,1964.13,89,91,0
8/26/24,Monday,2024,35,9,3,El Segundo,SoCal 4,2185.83,3129.4,101,151,0
8/26/24,Monday,2024,35,9,3,Five Points,SoCal 4,1597.1,,66,,190
8/26/24,Monday,2024,35,9,3,Fountain Valley,SoCal 4,3226.95,2781.14,85,111,1740.5
8/26/24,Monday,2024,35,9,3,LBX,SoCal 4,3605.54,2598.55,156,148,198.5
8/26/24,Monday,2024,35,9,3,Long Beach,SoCal 4,2986.31,4299.91,126,158,290
8/26/24,Monday,2024,35,9,3,Manhattan Beach,SoCal 4,2313.77,2302.9,83,113,304.45
8/26/24,Monday,2024,35,9,3,Marina Del Rey,SoCal 4,1614.16,1778.38,92,88,0
8/26/24,Monday,2024,35,9,3,Newport Beach,SoCal 4,1932.42,2783.85,97,143,0
8/26/24,Monday,2024,35,9,3,Tustin,SoCal 4,3101.31,2821.91,112,110,478
8/26/24,Monday,2024,35,9,3,Westminster,SoCal 4,2003.39,1761.35,80,95,0
8/28/24,Wednesday,2024,35,9,3,Costa Mesa,SoCal 4,2038.86,1921.68,82,99,199
8/28/24,Wednesday,2024,35,9,3,El Segundo,SoCal 4,4545.22,3197.53,120,116,1584.5
8/28/24,Wednesday,2024,35,9,3,Five Points,SoCal 4,1223.8,,66,,0
8/28/24,Wednesday,2024,35,9,3,Fountain Valley,SoCal 4,2566.96,2507.22,98,118,160
8/28/24,Wednesday,2024,35,9,3,LBX,SoCal 4,3986.82,2813.72,179,134,0
8/28/24,Wednesday,2024,35,9,3,Long Beach,SoCal 4,2660.89,3188.12,131,146,0
8/28/24,Wednesday,2024,35,9,3,Manhattan Beach,SoCal 4,2214.4,3153.85,102,119,0
8/28/24,Wednesday,2024,35,9,3,Marina Del Rey,SoCal 4,2190.98,1924.8,95,83,144
8/28/24,Wednesday,2024,35,9,3,Newport Beach,SoCal 4,2463.89,2678.73,109,133,0
8/28/24,Wednesday,2024,35,9,3,Tustin,SoCal 4,2477.99,3184.31,102,119,160
8/28/24,Wednesday,2024,35,9,3,Westminster,SoCal 4,1436.25,1688.7,68,70,0
8/29/24,Thursday,2024,35,9,3,Carson,SoCal 4,2973.12,2936.5,107,112,499
8/29/24,Thursday,2024,35,9,3,Costa Mesa,SoCal 4,1707.54,1819.44,82,76,0
8/29/24,Thursday,2024,35,9,3,El Segundo,SoCal 4,6605.63,3343.69,99,147,4512.9
8/29/24,Thursday,2024,35,9,3,Five Points,SoCal 4,1461.2,,73,,0
8/29/24,Thursday,2024,35,9,3,Fountain Valley,SoCal 4,1687.34,3025.13,89,113,0
8/29/24,Thursday,2024,35,9,3,LBX,SoCal 4,2989.24,2505.41,154,145,0
8/29/24,Thursday,2024,35,9,3,Long Beach,SoCal 4,3552.31,3433.7,162,148,0
8/29/24,Thursday,2024,35,9,3,Manhattan Beach,SoCal 4,3825.25,3831.54,113,151,1194
8/29/24,Thursday,2024,35,9,3,Marina Del Rey,SoCal 4,1922.93,2102.94,85,93,0
8/29/24,Thursday,2024,35,9,3,Newport Beach,SoCal 4,2238.03,2941.87,107,110,0
8/29/24,Thursday,2024,35,9,3,Tustin,SoCal 4,3197.02,4805.64,88,169,320
8/29/24,Thursday,2024,35,9,3,Westminster,SoCal 4,1599.27,2148.27,63,79,18.5
8/30/24,Friday,2024,35,9,3,Carson,SoCal 4,2707.73,2614.53,105,110,442.95
8/30/24,Friday,2024,35,9,3,Costa Mesa,SoCal 4,2351.91,1910.32,83,99,240.5
8/30/24,Friday,2024,35,9,3,El Segundo,SoCal 4,4067.15,2851.9,95,134,1514
8/30/24,Friday,2024,35,9,3,Five Points,SoCal 4,1228.75,,52,,0
8/30/24,Friday,2024,35,9,3,Fountain Valley,SoCal 4,2416,3022.02,100,138,0
8/30/24,Friday,2024,35,9,3,LBX,SoCal 4,4126.76,3089.31,178,167,0
8/30/24,Friday,2024,35,9,3,Long Beach,SoCal 4,3498.07,3962.26,149,169,0
8/30/24,Friday,2024,35,9,3,Manhattan Beach,SoCal 4,2794.5,3583.99,116,158,124.95
8/30/24,Friday,2024,35,9,3,Marina Del Rey,SoCal 4,3170.55,2253.44,120,114,0
8/30/24,Friday,2024,35,9,3,Newport Beach,SoCal 4,2729.62,3577.33,124,139,160
8/30/24,Friday,2024,35,9,3,Tustin,SoCal 4,4950.7,3958.66,119,135,1987.5
8/30/24,Friday,2024,35,9,3,Westminster,SoCal 4,2580.66,1917.99,95,94,160
8/31/24,Saturday,2024,35,9,3,Carson,SoCal 4,3564.85,2458.25,113,109,573.5
